Case #1: Impossible
11 15 234334
11 26 170394
11 31 249709
11 35 47271
11 36 369651
11 42 309627
12 13 382203
12 17 463382
12 19 297488
12 30 292767
12 31 119402
12 33 276471
12 34 315543
12 35 200297
12 37 369985
12 41 385667
13 18 321474
13 26 35759
13 32 392596
13 40 195105
13 44 113606
14 21 211037
14 31 149690
14 34 112417
14 37 198066
15 24 258464
15 33 185982
15 37 295213
16 19 274938
16 22 28395
16 29 178276
16 32 329252
17 34 194958
17 42 436610
18 19 221581
18 20 288753
18 24 15258
18 31 43495
18 38 128894
18 40 272973
18 45 285808
19 23 195802
19 25 228811
19 26 300115
19 29 269619
19 34 271607
19 36 292519
19 40 143162
19 43 283470
20 28 162020
20 29 214881
20 31 278080
20 33 253575
20 35 28979
20 38 181905
20 42 385877
21 24 326569
21 25 206446
21 27 106752
21 30 258619
21 36 324047
21 44 156417
22 26 112553
22 27 72164
22 28 130143
22 35 148071
22 36 328917
22 38 169875
22 39 261667
23 28 171632
23 38 127852
23 41 278616
24 26 300973
24 28 273855
24 30 265604
24 33 215822
24 39 363258
24 40 288231
24 44 243156
24 45 301066
25 26 224582
25 28 102323
25 33 269075
25 42 358660
25 44 169760
26 28 199462
26 31 329210
26 36 389132
26 39 149114
26 41 303354
26 42 349226
27 29 181755
27 38 97711
27 42 329843
28 33 316186
28 36 339378
28 41 191032
28 43 259300
29 33 338697
29 41 284071
30 32 269464
31 32 202135
31 38 172389
31 41 353255
32 33 259442
32 35 340698
32 43 356346
32 44 286765
33 36 321299
33 38 71670
33 39 429034
34 45 419254
35 37 169688
35 41 242931
35 43 127109
36 45 393366
37 42 336086
37 45 449092
38 40 166125
38 42 427554
39 42 498340
Case #287: Impossible
Case #288: 205
1 3 147629
1 4 90866
1 5 172226
1 7 198526
1 9 225366
1 10 214007
1 11 109841
1 12 228302
1 13 151301
1 15 196661
1 16 99061
1 17 266850
1 20 74664
1 21 152153
1 22 216776
1 25 335398
1 26 110671
1 27 273784
2 3 43714
2 5 79629
2 10 110092
2 15 277240
2 16 92282
2 19 278494
2 20 201159
2 21 48238
2 23 226053
2 24 260024
2 26 195420
3 4 171511
3 5 35915
3 6 259349
3 7 239561
3 9 94171
3 10 66378
3 12 80673
3 13 212795
3 15 277306
3 16 48568
3 17 244137
3 18 127795
3 20 187713
3 21 4524
3 22 69147
3 24 216310
3 25 393952
3 27 126155
4 5 207426
4 6 338115
4 7 107660
4 8 257709
4 12 252184
4 13 92839
4 14 101498
4 20 16202
4 21 166987
4 22 159524
4 27 216559
5 9 130086
5 13 237392
5 14 250322
5 15 313221
5 16 73165
5 17 280052
5 18 163710
5 19 358123
5 21 40439
5 23 218254
5 25 380650
5 27 162070
6 7 406165
6 10 325727
6 15 443910
6 16 307917
6 19 179963
6 21 263873
6 22 328496
6 25 457255
6 26 318310
6 27 385504
7 9 242160
7 10 296891
7 11 159039
7 13 137927
7 14 209158
7 15 213455
7 16 288129
7 17 253476
7 20 123862
7 25 322024
7 27 320646
8 9 290774
8 13 235829
8 14 333215
8 16 383465
8 18 346786
8 20 273911
8 21 339421
8 23 337388
8 24 258271
8 27 283076
9 11 185879
9 12 174844
9 13 227342
9 14 235998
9 17 200014
9 22 25024
9 23 271940
9 26 154305
9 27 82032
10 11 216344
10 12 147051
10 13 257804
10 14 266463
10 15 303164
10 16 114946
10 17 310515
10 19 294919
10 20 181167
10 21 61854
10 22 135525
10 24 280246
10 25 441901
10 26 209036
10 27 192533
11 12 289870
11 13 111814
11 17 227363
11 19 502112
11 21 213721
11 22 210903
11 23 108313
11 24 134256
11 26 71184
12 15 351705
12 16 129241
12 17 324810
12 18 208468
12 19 402881
12 20 268386
12 21 85197
12 22 149820
12 23 263012
12 26 232379
13 15 198634
13 16 164227
13 17 115549
13 21 217319
13 22 252363
13 23 206926
13 26 112644
14 15 181301
14 16 259021
14 19 493299
14 20 85296
14 21 209883
14 23 228766
14 24 184375
14 25 346030
14 26 121303
14 27 318030
15 16 295722
15 17 308131
15 19 555734
15 20 121997
15 21 272782
15 23 265467
15 24 221076
15 26 125600
16 21 53092
16 25 348324
16 27 174723
17 19 366469
17 20 192186
17 22 174990
17 23 277574
17 24 93107
17 27 232003
18 19 450003
18 20 162648
18 22 196942
18 24 88515
18 25 266157
18 26 198655
18 27 253950
19 21 326732
19 22 303927
19 23 504547
19 25 279705
19 26 467667
20 21 183189
20 24 99079
20 26 36007
20 27 232734
21 22 73671
21 23 186863
21 25 398476
22 23 246916
23 26 179477
23 27 303924
24 25 177642
24 26 135086
24 27 325105
25 26 296741
25 27 434350
Case #289: 505
1 2 45524
1 3 13406
1 4 115867
1 5 194134
1 6 114809
1 7 140037
1 8 98127
1 9 72276
1 10 134836
1 11 121076
1 12 56127
1 13 118995
1 14 1073
1 15 200263
1 16 135924
1 17 198660
1 18 210851
1 19 52835
1 20 112206
1 21 137425
1 23 16213
1 24 174773
1 25 207864
1 26 198431
1 27 99890
1 28 90038
1 29 111584
1 30 90338
1 31 137013
1 32 117302
1 33 77539
2 3 32118
2 5 209296
2 8 111225
2 9 85374
2 10 140991
2 11 164454
2 12 74839
2 14 44451
2 15 179351
2 16 154636
2 17 239982
2 18 223949
2 19 65933
2 20 96627
2 22 174865
2 23 29311
2 24 187871
2 25 220962
2 26 238706
2 27 112988
2 28 135562
2 29 154962
2 30 103436
2 31 143168
2 32 130400
2 33 90637
3 4 102461
3 5 181241
3 6 126069
3 7 127144
3 8 84721
3 9 58870
3 10 121430
3 11 132336
3 12 42721
3 13 105589
3 14 12333
3 15 186857
3 16 122518
3 17 209920
3 18 197445
3 19 39429
3 20 104248
3 21 124019
3 22 148361
3 24 161367
3 25 194458
3 26 206588
3 27 86484
3 28 103444
3 29 122844
3 30 76932
3 31 123607
3 32 103896
3 33 64133
4 5 154446
4 6 78946
4 7 100349
4 8 187182
4 9 161331
4 10 160341
4 11 201802
4 12 145182
4 13 208050
4 15 182877
4 16 156534
4 17 187300
4 18 205839
4 19 141890
4 20 200272
4 21 48553
4 22 250822
4 23 105268
4 24 170961
4 25 296919
4 26 309049
4 27 167419
4 28 201139
4 29 225305
4 30 167930
4 31 162518
4 32 206357
4 33 166594
5 6 79325
5 7 54097
5 8 164117
5 9 144403
5 10 160720
5 11 155550
5 12 138520
5 13 215511
5 14 193061
5 15 29945
5 16 87051
5 17 107622
5 18 51393
5 19 163844
5 20 189781
5 21 105893
5 22 181774
5 23 184048
5 24 41906
5 25 255497
5 26 302387
5 27 121167
5 28 268209
5 29 194698
5 30 201347
5 31 162897
5 32 228311
5 33 149666
6 7 25228
6 8 124989
6 9 119912
6 10 81395
6 11 126681
6 12 109651
6 13 231658
6 14 113736
6 15 109270
6 16 81413
6 17 151206
6 18 130718
6 19 139353
6 20 121326
6 21 77024
6 22 212371
6 23 128876
6 24 95840
6 25 255500
6 26 273518
6 27 92298
6 28 204847
6 29 224247
6 31 83572
6 32 203820
6 33 125175
7 8 120535
7 9 94684
7 10 106623
7 11 101453
7 12 84423
7 13 214386
7 14 138964
7 15 84042
7 16 56185
7 17 161719
7 18 105490
7 19 114125
7 20 140062
7 21 51796
7 22 187143
7 23 129951
7 24 70612
7 25 230272
7 26 248290
7 27 67070
7 28 218490
7 29 248795
7 30 151628
7 31 108800
7 32 178592
8 9 25851
8 10 43594
8 11 217057
8 12 127442
8 13 184696
8 15 153838
8 16 173493
8 17 239234
8 18 112724
8 19 45292
8 20 71229
8 21 172331
8 22 207881
8 23 81914
8 24 128348
8 25 161439
8 26 227277
8 27 53465
8 28 149657
8 29 207565
8 30 82795
8 31 41417
8 32 109759
8 33 31114
9 10 69445
9 11 191206
9 12 101591
9 13 158845
9 14 71203
9 15 127987
9 16 147642
9 17 252025
9 18 138575
9 20 45378
9 21 146480
9 22 182030
9 23 56063
9 24 102497
9 25 135588
9 26 201426
9 27 27614
9 28 123806
9 29 181714
9 30 56944
9 31 67268
9 32 83908
9 33 5263
10 11 208076
10 12 164151
10 13 221405
10 14 133763
10 15 190665
10 16 162808
10 17 195640
10 18 156318
10 19 82001
10 20 44364
10 21 158419
10 22 251475
10 23 118623
10 24 171942
10 25 205033
10 26 263986
10 27 97059
10 28 186366
10 29 221885
10 30 119504
10 31 2177
10 32 146468
10 33 74708
11 12 175057
11 13 237925
11 14 120003
11 15 185495
11 16 157638
11 17 250034
11 18 206943
11 19 171765
11 20 231136
11 21 153249
11 22 85690
11 23 135143
11 24 172065
11 25 159413
11 26 319507
11 27 168523
11 29 230514
11 30 209268
11 31 210253
11 32 236232
11 33 196469
12 13 129963
12 14 55054
12 15 168465
12 16 140608
12 17 237852
12 18 189913
12 19 82150
12 20 146969
12 21 136219
12 22 191082
12 23 45528
12 24 155035
12 25 237179
12 26 163867
12 27 129205
12 28 146165
12 29 165565
12 30 119653
12 31 166328
12 32 146617
12 33 106854
13 14 117922
13 15 245456
13 16 228107
13 17 107889
13 18 266904
13 19 139404
13 20 204223
13 21 223994
13 22 248336
13 23 102782
13 24 257417
13 25 294433
13 26 293830
13 27 186459
13 28 209033
13 29 194965
13 30 176907
13 31 223582
13 32 203871
14 15 199190
14 16 134851
14 17 197587
14 18 209778
14 19 51762
14 20 111133
14 21 136352
14 22 160694
14 23 15140
14 24 173700
14 25 206791
14 26 199504
14 27 98817
14 28 91111
14 29 110511
14 30 89265
14 31 135940
14 32 116229
14 33 76466
15 16 70635
15 17 137567
15 18 81338
15 19 147428
15 20 173365
15 21 134324
15 22 165358
15 23 184050
15 24 25490
15 25 239081
15 26 318417
15 27 151112
15 28 251793
15 29 224643
15 30 184931
15 31 192842
15 32 211895
15 33 133250
16 17 194673
16 18 138444
16 19 161947
16 20 193020
16 21 107981
16 22 185013
16 23 125325
16 24 45145
16 25 258736
16 26 247782
16 27 123255
16 28 225962
16 29 245362
16 30 199450
16 31 164985
16 32 226414
16 33 152905
17 18 159015
17 19 247293
17 20 240004
17 21 213515
17 22 289396
17 23 210671
17 24 149528
17 25 363119
17 26 397091
17 27 228789
17 28 288698
17 29 87076
17 30 284796
17 31 197817
17 32 311760
17 33 257288
18 19 158016
18 20 183953
18 21 157286
18 22 206445
18 23 194638
18 24 93299
18 25 274163
18 26 340001
18 27 166189
18 28 262381
18 29 246091
18 30 195519
18 31 154141
18 32 222483
18 33 143838
19 20 64819
19 21 156880
19 22 182176
19 23 36622
19 24 121938
19 25 155029
19 26 181985
19 27 47055
19 28 104365
19 29 162273
19 31 84178
19 32 64467
19 33 24704
20 21 191858
20 22 227408
20 23 101441
20 25 170440
20 26 246804
20 27 72992
20 28 169184
20 29 221644
20 30 102322
20 31 46541
20 32 129286
20 33 40115
21 23 121212
21 24 122408
21 25 282068
21 26 283179
21 27 118866
21 28 186239
21 29 246863
21 30 119377
21 32 221347
21 33 151743
22 24 139868
22 25 73723
22 26 259633
22 27 154416
22 28 251805
22 29 271205
22 30 219679
22 31 249298
22 32 246643
22 33 187293
23 24 158560
23 25 191651
23 26 209395
23 27 83677
23 28 106251
23 29 125651
23 30 74125
23 31 120800
23 32 101089
23 33 61326
24 25 213591
24 26 292927
24 27 130111
24 28 226303
24 29 236604
24 30 159441
24 31 169765
24 32 186405
24 33 107760
25 26 185910
25 27 163202
25 28 259394
25 29 317302
25 30 192532
25 31 202856
25 32 219496
25 33 130325
26 27 229040
26 28 108393
26 30 163802
26 31 266163
26 32 246452
26 33 206689
27 28 151420
27 29 209328
27 31 94882
27 32 111522
27 33 32877
28 29 201622
28 31 188543
28 32 168832
28 33 129069
29 30 199776
29 31 219708
29 32 226740
29 33 186977
30 31 121681
30 32 101970
31 32 148645
31 33 72531
32 33 89171
Case #290: Impossible
Case #291: Impossible
Case #292: Impossible
Case #293: 418
1 2 142502
1 3 72513
1 5 106139
1 6 147701
1 7 137116
1 8 139994
1 9 123254
1 11 158608
1 13 151776
1 14 84807
1 15 156802
1 16 97783
1 17 154046
1 18 121532
1 19 4335
1 20 172477
1 21 119896
1 22 156069
1 23 136833
1 24 118167
1 25 143952
1 26 140825
1 27 127806
1 28 153609
1 29 109999
1 31 81924
1 32 171148
2 3 209997
2 4 163701
2 5 97703
2 6 184859
2 7 208388
2 8 71745
2 9 240029
2 10 99991
2 11 117988
2 12 71766
2 13 211776
2 14 206427
2 15 58227
2 16 114686
2 17 55471
2 18 160978
2 19 138167
2 20 68454
2 23 50530
2 24 74336
2 25 57649
2 26 171076
2 27 59557
2 29 102470
2 30 83869
2 31 112951
2 32 242420
3 4 107002
3 6 157329
3 8 144892
3 9 50741
3 10 120095
3 11 166225
3 12 159747
3 13 191033
3 14 12294
3 15 151770
3 16 126396
3 17 154526
3 19 76848
3 20 142171
3 21 155448
3 22 163686
3 23 166107
3 25 164620
3 26 68312
3 27 157080
3 28 197759
3 29 117616
3 30 181392
3 31 154437
3 32 98635
4 5 140628
4 6 113212
4 8 116332
4 9 157743
4 10 139049
4 11 162575
4 12 100533
4 13 186265
4 15 133140
4 16 124354
4 17 130384
4 19 30154
4 20 137988
4 21 96234
4 22 169915
4 23 113171
4 24 103103
4 26 175314
4 28 138545
4 29 136570
4 30 128456
4 32 171906
5 6 163448
5 7 217045
5 8 50334
5 9 229393
5 10 108906
5 12 50355
5 13 220691
5 14 190946
5 15 67142
5 16 123601
5 17 64386
5 18 152485
5 20 111669
5 22 103917
5 24 52925
5 25 54292
5 27 38146
5 28 88367
5 30 62458
5 32 222142
6 7 92726
6 9 208070
6 10 196062
6 13 299477
6 14 169623
6 15 154298
6 16 210757
6 17 151542
6 18 206348
6 19 143366
6 20 198825
6 21 117392
6 22 191073
6 23 134329
6 24 124261
6 25 141448
6 26 225641
6 27 125302
6 29 198541
6 30 149614
6 32 58694
7 8 191087
7 9 115344
7 10 184698
7 11 230828
7 12 191108
7 13 255636
7 14 76897
7 15 155673
7 16 190999
7 17 152917
7 18 113622
7 19 141451
7 20 200200
7 21 186809
7 22 178407
7 23 170130
7 24 193678
7 25 163011
7 26 132915
7 27 178899
7 28 197761
7 29 182219
7 30 154587
7 31 219040
7 32 34032
8 9 195633
8 11 46243
8 12 24397
8 13 194733
8 15 41184
8 16 97643
8 17 38428
8 19 144329
8 20 85711
8 21 20098
8 23 21215
8 24 26967
8 25 28334
8 26 154033
8 27 12188
8 28 62409
8 29 85427
8 30 36500
8 31 143744
8 32 196184
9 10 170836
9 11 216966
9 13 140292
9 14 63035
9 16 177137
9 17 205267
9 19 127589
9 20 171575
9 21 206189
9 22 214427
9 23 216848
9 24 213058
9 25 215361
9 26 119053
9 27 207821
9 29 168357
9 30 232133
9 31 205178
9 32 149376
10 11 46130
10 12 82969
10 13 111785
10 15 47276
10 16 14695
10 17 44520
10 18 150027
10 20 91803
10 21 78670
10 23 61733
10 24 85539
10 25 54614
10 26 71085
10 27 70760
10 28 120981
10 30 95072
10 32 218730
11 12 70640
11 13 157915
11 14 153931
11 16 60825
11 18 172770
11 19 162943
11 20 131954
11 21 66341
11 22 94679
11 23 67458
11 24 73210
11 25 74577
11 26 117215
11 27 58431
11 28 78660
11 30 82743
11 31 189987
12 13 194754
12 14 172041
12 15 41205
12 17 38449
12 18 110728
12 19 119932
12 20 85732
12 21 4299
12 22 77980
12 23 21236
12 24 2570
12 25 28355
12 26 154054
12 27 12209
12 28 38012
12 29 85448
12 30 36521
12 31 119347
12 32 180385
13 14 203327
13 15 159061
13 16 97090
13 18 240052
13 19 156111
13 21 190455
13 22 155376
13 23 173518
13 24 197324
13 25 166399
13 26 160144
13 27 182545
13 28 232766
13 29 109306
13 30 206857
13 32 289668
14 15 155077
14 16 117538
14 17 152321
14 18 61313
14 19 89142
14 21 167742
14 22 151392
14 24 174611
14 25 162415
14 26 80606
14 27 169374
14 28 210053
14 29 105322
14 31 166731
14 32 110929
15 16 61971
15 17 2756
15 19 161137
15 20 50039
15 22 42287
15 24 43775
15 26 118361
15 27 28996
15 28 79217
15 29 49755
15 30 53308
15 31 160552
16 17 59215
16 18 164722
16 19 102118
16 21 93365
16 22 58286
16 23 76428
16 24 100234
16 25 69309
16 26 63054
16 27 85455
16 28 135676
16 29 12216
16 30 109767
16 31 179707
17 18 105507
17 19 158381
17 20 47283
17 21 34150
17 23 17213
17 24 41019
17 25 10094
17 26 115605
17 27 26240
17 28 76461
17 29 46999
17 30 50552
17 32 186949
18 19 125867
18 20 152790
18 21 106429
18 22 145038
18 23 122720
18 24 113298
18 25 115601
18 26 117331
18 28 148740
18 29 152506
18 30 138651
18 31 203456
18 32 147654
19 21 124231
19 22 160404
19 24 122502
19 25 148287
19 26 145160
19 27 132141
19 28 157944
19 30 156453
19 31 86259
19 32 175483
20 21 81433
20 22 78268
20 23 64496
20 25 57377
20 26 162888
20 27 73523
20 29 94282
20 30 94537
20 31 181405
20 32 234232
21 23 16937
21 24 6869
21 25 24056
21 26 149755
21 27 7910
21 28 42311
21 29 81149
21 31 123646
22 23 56744
22 24 80550
22 25 49625
22 26 119634
22 27 65771
22 28 115992
22 29 46070
22 30 90083
22 31 197327
22 32 212439
23 24 23806
23 25 7119
23 26 132818
23 27 9027
23 28 59248
23 29 64212
23 30 33339
23 31 140583
23 32 193023
24 25 30925
24 26 156624
24 28 40582
24 29 88018
24 30 39091
24 31 116777
24 32 182955
25 26 125699
25 27 16146
25 28 66367
25 29 57093
25 30 40458
25 31 147702
25 32 197043
26 27 141845
26 28 192066
26 29 73564
26 30 166157
26 32 166947
27 30 24312
27 31 131556
28 30 74533
28 31 157359
28 32 163729
29 30 97551
29 31 190253
29 32 216251
30 31 155868
30 32 188619
Case #294: Impossible
Case #295: 47
1 2 232774
1 4 245887
1 7 407021
1 9 163829
1 14 83987
1 15 145353
2 5 411702
2 9 235538
2 10 379806
2 11 169911
2 14 156156
3 4 23500
3 5 393946
3 9 208438
3 10 362050
3 11 124645
3 13 286050
3 15 199766
4 5 417446
4 8 139459
4 9 184938
4 10 385550
4 14 161900
5 6 424403
5 8 342562
5 11 269301
5 14 255546
5 15 316912
6 7 168091
6 8 132502
6 10 392507
6 13 269507
6 14 168857
7 8 300593
7 9 346072
7 11 309279
7 13 423684
7 14 323034
8 10 425987
8 11 216092
9 12 260539
9 15 309182
10 12 243742
11 13 373289
11 15 75121
12 14 20092
14 15 61366
Case #296: 163
1 4 242431
1 7 346548
1 9 279826
1 10 386225
1 13 326621
1 14 170124
1 17 49689
1 23 30798
1 26 205712
1 27 223158
1 32 139249
1 35 251699
2 5 447266
2 6 393248
2 8 195540
2 10 436391
2 11 220198
2 14 158694
2 17 99855
2 23 19368
2 25 113710
2 31 147477
2 32 189415
2 36 100854
2 37 341913
3 4 486065
3 5 380532
3 29 292532
3 30 352984
3 31 317448
3 38 308455
4 5 154669
4 7 574480
4 8 411029
4 9 467694
4 14 412555
4 17 194154
4 26 350177
4 27 309976
4 37 396575
5 20 340803
5 22 517205
5 25 333556
5 27 464645
5 30 419512
5 36 472163
6 8 367660
6 10 428794
6 14 508757
6 17 293393
6 21 455919
6 23 373880
6 29 218906
6 36 371276
6 37 535451
6 38 234829
7 9 180984
7 10 572488
7 13 452413
7 15 454976
7 18 410779
7 25 410092
7 29 392344
7 38 408267
8 18 316117
8 33 199710
9 10 421248
9 11 296483
9 12 277591
9 20 453792
9 26 429563
9 37 441993
10 13 315981
10 14 396064
10 22 531137
10 24 478593
10 29 209888
10 35 285250
11 12 199392
11 13 156589
11 14 340156
11 25 135610
11 27 393190
11 29 85123
11 36 282316
12 13 355981
12 22 272238
12 23 158124
12 29 205697
13 17 276932
13 19 435767
13 31 325966
13 37 518642
14 18 344133
14 20 293387
14 23 139326
14 30 277524
14 31 267435
14 34 18270
15 17 170750
15 19 332421
15 24 359282
15 25 186017
15 27 346070
15 28 171456
15 29 135530
15 31 219784
16 18 327318
16 19 41327
16 22 159997
16 30 260709
16 33 210911
16 38 324806
17 24 210465
17 31 49034
17 37 242058
18 28 145789
18 30 313077
18 33 116407
18 35 93797
19 21 397558
19 24 370724
19 26 317694
19 35 363681
19 37 403729
20 23 380800
20 29 242432
20 35 317794
21 28 246091
21 31 270455
22 25 208456
22 26 350624
22 27 306474
22 31 242223
22 32 284161
22 36 195600
23 26 236510
23 32 170047
23 36 81486
24 28 209759
24 30 163300
25 27 286702
25 32 75705
25 34 215398
26 32 246995
26 35 358033
26 37 398081
27 35 474097
27 37 514905
28 32 90266
28 36 161267
28 37 242764
28 38 143277
29 30 304870
29 38 15923
30 31 415766
30 32 457704
30 35 229508
31 34 249165
32 36 251533
33 34 209456
33 35 173334
33 36 322125
Case #297: 82
1 3 326314
1 4 572479
1 5 130250
1 6 14424
1 7 112303
1 8 104845
1 9 20847
1 10 343320
1 12 222094
1 13 228388
1 14 222663
1 15 224626
2 3 485676
2 6 261793
2 8 245116
2 9 255370
2 10 456262
2 11 427529
2 12 254425
2 14 362934
2 15 251893
3 4 249046
3 5 427716
3 6 311890
3 7 317281
3 8 324739
3 9 318313
3 10 640786
3 11 363538
3 12 236315
3 13 201196
3 14 442557
3 15 233783
4 5 476546
4 6 560936
4 9 567359
4 11 424806
4 12 485361
4 13 450242
4 14 585452
4 15 482829
5 6 115826
5 7 134476
5 8 127018
5 9 109403
5 10 444722
5 12 352344
5 13 250561
5 15 354876
6 7 126727
6 9 6423
6 11 420518
6 13 242812
6 14 237087
6 15 239050
7 9 133150
7 13 116085
7 15 336929
8 10 448165
8 11 301249
8 12 326939
8 13 123543
8 14 117818
8 15 329471
9 10 335319
9 11 426941
9 12 242941
9 13 249235
9 14 243510
10 11 462429
10 12 565414
10 15 567946
11 12 448915
11 13 177706
11 14 419067
11 15 446383
12 13 437511
12 14 444757
12 15 2532
13 14 241361
13 15 434979
14 15 447289
Case #298: Impossible
Case #299: 117
1 37 341961
2 6 364300
2 7 479919
2 19 526688
2 24 743425
2 25 673090
2 28 318568
2 37 416938
3 19 536668
3 31 238964
3 33 372104
3 36 200118
3 37 290401
4 6 484654
4 10 449532
4 15 438835
4 18 246642
4 19 533262
4 31 101219
4 35 120232
4 36 356077
5 12 263326
5 18 384418
5 25 382541
5 37 476
6 9 557395
6 21 309160
6 24 688474
6 25 496720
6 30 330122
6 37 361987
6 41 476885
7 11 274893
7 34 326052
7 36 285738
7 39 229482
7 42 278364
8 9 467580
8 11 149120
8 13 408328
8 15 268949
8 18 377929
8 19 559766
8 27 344142
8 37 224542
9 12 412280
10 12 269078
10 19 350131
10 21 306176
10 24 645445
10 41 510654
11 14 159495
11 18 331836
12 13 341534
12 17 330535
12 29 353946
13 21 353405
13 30 361094
13 42 243417
14 15 207125
14 21 182090
14 37 211601
15 16 204887
15 21 158336
16 19 412740
16 29 455984
16 37 160480
17 23 475903
17 28 407024
17 31 376946
17 43 393830
18 20 387856
18 26 201020
18 33 465645
18 39 237395
19 20 348567
19 23 471093
19 35 475588
19 43 118126
20 21 314070
21 32 274988
21 38 71529
22 32 508717
23 27 225739
23 31 204327
23 34 461473
23 36 250859
23 40 342313
23 42 243485
24 27 440045
24 31 590101
24 36 582397
25 38 428069
26 29 251480
26 30 179366
26 35 74610
26 40 400705
26 41 314097
27 34 380286
27 40 116574
27 42 284323
28 29 404095
28 40 114239
28 41 469392
29 36 450741
29 38 417228
29 41 565577
30 35 142782
30 38 284130
32 38 229725
32 41 382920
32 42 139766
33 40 456265
34 39 439432
36 39 56264
38 41 482525
39 40 216639
Case #300: Impossible
Case #301: Impossible
Case #302: 50
1 11 847594
2 24 215297
2 25 178777
2 40 532567
3 7 907092
3 29 631115
4 6 277045
6 41 381950
7 20 559697
